Gene ID,Localization,Product Description,Category,CtermTryptag,NtermTryptag
Tb927.11.4750,Unknown,hypothetical protein,ZUnknown,Unknown,0
Tb927.11.4790,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.4830,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.485,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.5160,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.520,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.5210,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.5240,Unknown,"Methyltransferase TRM13, putative",ZUnknown,Unknown,Unknown
Tb927.11.5330,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.5380,Unknown,"Protein of Unknown function (DUF523), putative",ZUnknown,Unknown,Unknown
Tb927.11.5720,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[50%],cytoplasm[weak,reticulated],flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.11.5855,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.6020,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.6060,endoplasmic reticulum,"major facilitator superfamily, putative",ZUnknown,endoplasmic reticulum,"cytoplasm[point,50%],cytoplasm[50%],flagellar tip,flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.11.640,Unknown,"Pentatricopeptide repeat protein (PPR), putative",ZUnknown,Unknown,Unknown
Tb927.11.6565,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.665,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.6650,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.6700,mitochondrion - IM,"hypothetical protein, conserved",ZUnknown,mitochondrion - IM,0
Tb927.11.6800,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.6860,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.6950,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.7000,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.7090,Unknown,mediator of rna polymerase ii transcription subunit 6,ZUnknown,Unknown,Unknown
Tb927.11.7260,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.730,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.7695,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.7810,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.7870,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.11.7880,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.7910,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.7970,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.11.7980,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.7990,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.8000,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.8130,Unknown,"ATP synthase subunit H, putative",ZUnknown,Unknown,Unknown
Tb927.11.820,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.8340,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.8360,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.8740,Unknown,"Protein of Unknown function (DUF423), putative",ZUnknown,Unknown,Unknown
Tb927.11.8760,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.11.8775,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.8810,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.8840,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.8850,secretory/endocytic 1,"Uncharacterised protein family (UPF0220), putative",ZUnknown,secretory/endocytic 1,0
Tb927.11.890,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.920,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.930,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"flagellum[distal],cytoplasm[point,points]"
Tb927.11.9380,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.9410,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.9425,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.9460,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.9740,Unknown,"tRNA intron endonuclease, catalytic C-terminal domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.11.9840,Unknown,WD40 repeat-containing protein,ZUnknown,Unknown,Unknown
Tb927.2.1250,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.1290,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.1460,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.1470,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.160,Unknown,"Protein of Unknown function (DUF1181), putative",ZUnknown,Unknown,Unknown
Tb927.2.1600,Unknown,"invariant surface glycoprotein, putative",ZUnknown,Unknown,0
Tb927.2.1790,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[reticulated,points]"
Tb927.2.2015,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.2070,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.2320,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.2500,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.2550,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.2920,Unknown,"UAA transporter family, putative",ZUnknown,Unknown,Unknown
Tb927.2.3055,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.3090,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.3190,Unknown,"Got1/Sft2-like family, putative",ZUnknown,Unknown,Unknown
Tb927.2.3330,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.3390,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.3920,Unknown,"Complex 1 protein (LYR family), putative",ZUnknown,Unknown,0
Tb927.2.3970,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4150,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4340,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4440,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.4470,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4620,Unknown,"Transmembrane adaptor Erv26, putative",ZUnknown,Unknown,Unknown
Tb927.2.4670,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4680,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4760,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4920,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.4925,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.4950,Unknown,"zinc finger protein, RanBP2-type, putative",ZUnknown,Unknown,Unknown
Tb927.2.5080,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5290,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5300,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5310,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5320,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5330,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5340,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5350,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5360,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5480,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5650,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5710,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.5720,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.650,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.680,Unknown,"Protein of Unknown function (DUF1181), putative",ZUnknown,Unknown,Unknown
Tb927.2.900,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.2.940,Unknown,"Protein of Unknown function (DUF1181), putative",ZUnknown,Unknown,Unknown
Tb927.2.960,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.1220,Unknown,"GIY-YIG catalytic domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.3.1330,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.1640,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.1650,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.1660,Unknown,SUMO-interacting motif-containing protein,ZUnknown,Unknown,Unknown
Tb927.3.2160,Unknown,"Rieske-like [2Fe-2S] domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.3.2240,Unknown,"BRO1-like domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.3.2360,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2380,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2450,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2460,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2500,Unknown,"Trypanosomal VSG domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.3.2550,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2560,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2570,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2590,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.2720,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.2920,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2940,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.3010,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.3210,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.3430,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.3600,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.3700,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.3980,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.4005,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.4010,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.4050,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.4180,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.4430,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.4460,Unknown,"F-box protein, putative",ZUnknown,Unknown,Unknown
Tb927.3.4520,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.4530,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.4830,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.4930,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5080,Unknown,"PSP1 C-terminal conserved region, putative",ZUnknown,Unknown,Unknown
Tb927.3.510,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5210,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5390,Unknown,"Ring finger domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.3.5560,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5670,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.5690,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5700,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5710,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5720,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5730,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5740,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.5760,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.5770,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.5780,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.3.650,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.660,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.850,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.945,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1010,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1060,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.120,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1210,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1240,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1260,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.1320,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.1390,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.140,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1450,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[weak,points]"
Tb927.4.1470,Unknown,Mitoribosomal SSU assembly factor 33,ZUnknown,Unknown,Unknown
Tb927.4.150,Unknown,"Protein of Unknown function (DUF1181), putative",ZUnknown,Unknown,Unknown
Tb927.4.1550,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.1560,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.170,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.1770,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.1780,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.180,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2050,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2090,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2100,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2160,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.2420,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,0
Tb927.4.2570,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.2610,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2660,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.2780,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.2810,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2830,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.2900,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.2935,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.2960,Unknown,mediator of rna polymerase ii transcription subunit 8,ZUnknown,Unknown,Unknown
Tb927.4.3050,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.3100,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3200,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3220,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3240,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3260,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3340,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.340,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3650,Unknown,"serine threonine-protein phosphatase PP1, putative",ZUnknown,Unknown,Unknown
Tb927.4.3710,Unknown,"Predicted membrane protein, putative",ZUnknown,Unknown,Unknown
Tb927.4.3780,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.390,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.3960,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.4390,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.4400,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"endocytic,flagellum[distal,50%],cytoplasm"
Tb927.4.4530,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"hook complex[50%],cytoplasm[50%],flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.4.4770,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.4780,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.4890,Unknown,"CorA-like Mg2+ transporter protein, putative",ZUnknown,Unknown,Unknown
Tb927.4.490,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.500,Unknown,"FHA domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.4.5080,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,0
Tb927.4.5090,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.5150,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.5360,Unknown,Cilia- and flagella-associated protein 44,ZUnknown,Unknown,Unknown
Tb927.4.5440,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.4.570,Unknown,"Replication factor-A C terminal domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.4.580,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.680,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.4.780,Unknown,"Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y, putative",ZUnknown,Unknown,Unknown
Tb927.4.990,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"nucleus[25%],cytoplasm[points,weak,50%],cytoplasm[25%],flagellar cytoplasm[25%],nuclear lumen[25%]"
Tb927.5.1040,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.1145,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.1220,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.1290,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.1350,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.140,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.1400,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.1420,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.1440,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.1480,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.170,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.1740,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.1850,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.1970,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.2010,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.2020,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.2040,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.2110,Unknown,"G-patch domain containing protein, putative",ZUnknown,Unknown,"nucleoplasm[75%,points],nucleolus[peripheral,75%]"
Tb927.5.2300,Unknown,"formin, putative",ZUnknown,Unknown,Unknown
Tb927.5.2360,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.2480,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.2610,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,hook complex
Tb927.5.2840,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.2870,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.289b,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.2920,Unknown,"Ring finger domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.5.292b,Unknown,hypothetical protein,ZUnknown,Unknown,"endocytic,cytoplasm[weak,reticulated]"
Tb927.5.294b,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.296b,Unknown,"zinc finger protein, C2H2 type, putative",ZUnknown,Unknown,Unknown
Tb927.5.297b,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.3060,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.3130,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.5.3180,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
